Are_Donations_Deductable,City,EIN,Fiscal_Year_End,In_Care_Of,Is_Org_Private,Latest_Report,Org_Name,Ruling_Date,State,Street_Address,Subsection,Total_Assets,Total_Revenues,ZIP
Yes,New York,222842388,06,% IDA RHEIN,No,201306,AMERICAN-ISRAELI LIGHTHOUSE,195708,New York,590 Madison Ave Fl 18 Ste 1800,501(c)(3),2193.0,4.0,10022
Yes,New York,222853594,12,None Shown,No,201312,STANFORD S WARSHAWSKY FAMILY FOUNDATION,198802,New York,C/o Steven Sokol Cpa 15 Maiden Lane,501(c)(3),279845.0,0.0,10038
No,New York,222860793,12,None Shown,No,201312,JAGUAR TOURING CLUB LTD,199208,New York,C/o Marks Paneth 685 Third Ave,501(c)(7),0.0,0.0,10017
Yes,New York,222873605,06,% ANNE G SHEAN,No,201306,PARK F S C SKATERS ICE FUND INC,198808,New York,1192 Park Ave,501(c)(3),15378.0,0.0,10128
Yes,New York,222905892,12,% COHNREZNICK LLP,No,201312,JAY & HADASA POMRENZE FOUNDATION,198702,New York,1212 6th Ave,501(c)(3),42433.0,0.0,10036
Yes,New York,222917994,12,% ROBERT MCPHILLIPS,Yes,201212,BROADWAY HOUSING DEVELOPMENT FUND COMPANY INC,198812,New York,583 Riverside Drive,501(c)(3),26868799.0,7123418.0,10031
Yes,New York,222924281,12,None Shown,No,201312,H AND H CHARITABLE TRUST INC,199001,New York,1 Lincoln Plaza No 41-p,501(c)(3),1491773.0,0.0,10023
No,New York,222924636,04,% INEZ RICHARDSON,Yes,201304,LINKS INC,196112,New York,Po Box 231450,501(c)(4),22209.0,90198.0,10023
No,New York,222931335,12,None Shown,No,201312,NATIONAL ASSOCIATION OF PEDIATRIC NURSE PRACTITIONERS,198002,New York,5 Hanover Sq Rm 1401,501(c)(6),0.0,0.0,10004
No,New York,222937521,12,None Shown,Yes,201312,EXCESS LINE ASSOCIATION OF NEW YORK,199004,New York,One Exchange Plaza 55 Broadway No,501(c)(6),21049782.0,6207600.0,10006
Yes,New York,222938619,08,% SCHAIN LEIFER GURALNICK,No,201308,JOHN N BLACKMAN SR FOUNDATION,198903,New York,10 E 40th St Rm 2710,501(c)(3),1428806.0,0.0,10016
Yes,New York,222951592,12,% N MEGALLY MD,No,201212,EGYPTIAN AMERICAN MEDICAL SOCIETY INC,198908,New York,4 Sutton Place,501(c)(3),3717.0,10200.0,10022
Yes,New York,222954688,12,None Shown,No,201212,WHITE MOUNTAIN SUMMER DANCE FESTIVAL INC,198111,New York,162 W 21st St,501(c)(3),281228.0,37442.0,10011
Yes,New York,222968708,12,% LYNN CHASE,Yes,201212,CHASE WILDLIFE FOUNDATION,198905,New York,45 E End Ave Apt 12j,501(c)(3),62114.0,10789.0,10028
No,New York,222977538,12,None Shown,No,201312,NATIONAL ASSOCIATION OF PEDIATRIC NURSE PRACTITIONERS,198002,New York,5 Hanover Sq Rm 1401,501(c)(4),0.0,0.0,10004
No,New York,222983329,12,None Shown,No,201312,NATIONAL ASSOCIATION OF PEDIATRIC NURSE PRACTITIONERS,198002,New York,5 Hanover Sq Rm 1401,501(c)(4),0.0,0.0,10004
Yes,New York,222994537,03,None Shown,Yes,201403,POLISH ASSISTANCE NJ INC,199011,New York,15 E 65th St Flr 3,501(c)(3),267221.0,56076.0,10065
Yes,New York,222997643,12,% SILVERSTONE,Yes,201212,INTERNATIONAL ASSOCIATION OF JEWISH GENEALOGICAL SOCIETIES INC,199710,New York,330 W 58th St Apt 10d,501(c)(3),199317.0,76475.0,10019
Yes,New York,223010663,06,% NICK PATTERSON,No,201306,MUSIC LIBRARY ASSOCIATION,199301,New York,Columbia University Music Library,501(c)(3),0.0,0.0,10027
Yes,New York,223010673,12,None Shown,No,201312,NATIONAL ASSOCIATION OF PEDIATRIC NURSE PRACTITIONERS,198002,New York,5 Hanover Sq Rm 1401,501(c)(3),0.0,0.0,10004
Yes,New York,223012500,07,% BCRS ASSOCIATES LLC,No,201307,PAUL F JACOBSON FOUNDATION,199101,New York,77 Water St Fl 9,501(c)(3),5753.0,0.0,10005
Yes,New York,223018499,09,% DR S H FOO,No,201309,TIANANMEN MEMORIAL FOUNDATION INCORPORATED,199007,New York,650 First Ave,501(c)(3),0.0,0.0,10016
No,New York,223021227,12,% STUART D KARLE,No,200912,THE WILLIAM F KERBY AND ROBERT S POTTER FUND,0,New York,260 W Broadway Apt 3g,Other,84532.0,0.0,10013
Yes,New York,223032134,12,None Shown,Yes,201312,COALITION AGAINST TRAFFICKING IN WOMEN,199006,New York,Po Box 7150,501(c)(3),224473.0,930529.0,10116
Yes,New York,223037993,12,% ANNE WILLIAMS,Yes,201312,AMERICAN FRIENDS OF MASTERWORKS INC,199405,New York,174 E 74th St Apt 9f,501(c)(3),144934.0,207153.0,10021
No,New York,223042766,12,None Shown,No,201312,NATIONAL ASSOCIATION OF PEDIATRIC NURSE PRACTITIONERS,198002,New York,5 Hanover Sq Rm 1401,501(c)(6),0.0,0.0,10004
Yes,New York,223047700,12,None Shown,Yes,201212,NEW YORK FOUNDATION FOR ARCHITECTURE INC,196703,New York,536 Laguardia Pl,501(c)(3),2755732.0,840478.0,10012
No,New York,223049234,12,None Shown,No,201312,NATIONAL ASSOCIATION OF PEDIATRIC NURSE PRACTITIONERS,198002,New York,5 Hanover Sq Rm 1401,501(c)(6),0.0,0.0,10004
Yes,New York,223052390,12,None Shown,No,201312,ANDERSON-ROGERS FOUNDATION INC,199009,New York,327 W 19th St,501(c)(3),10143173.0,0.0,10011
No,New York,223055332,12,% LUBA FIRCHUK-BR 113 TREAS,No,201312,UKRAINIAN NATIONAL WOMENS LEAGUE OF AMERICA INC,196706,New York,203 2nd Ave,501(c)(3),0.0,0.0,10003
Yes,New York,223059294,12,% STEPHEN HARVEY,Yes,201212,MOUNT SINAI CHILDRENS CENTER FOUNDATION INC,199010,New York,One Gustave L Levy Place,501(c)(3),4041320.0,650713.0,10029
Yes,New York,223063050,12,% BELL & CO LLP,Yes,201112,KATHMANDU VALLEY PRESERVATION TRUST,199012,New York,44 West 18th Street 8th Floor,501(c)(3),46020.0,152014.0,10011
Yes,New York,223073702,06,% HOLLI HARMS,No,201406,BELOW THE BELT THEATRE CO INC,199110,New York,455 Hudson Street,501(c)(3),0.0,0.0,10014
No,New York,223075802,12,% KATHLEEN A DOLCI,Yes,201212,7 X 24 EXCHANGE INC,201102,New York,322 8th Ave Ste 202,501(c)(6),0.0,0.0,10001
Yes,New York,223081423,12,% LEE EVANS,No,201312,REACH OUT INC,199105,New York,352 Seventh Avenue,501(c)(3),0.0,0.0,10001
Yes,New York,223082557,12,% CITRIN COOPERMAN & COMPANY,No,201312,VEGARI FOUNDATION,199111,New York,529 Fifth Avenue 4th Floor,501(c)(3),778938.0,0.0,10017
Yes,New York,223101266,06,% WCPH AND D LLP,No,201306,V KANN RASMUSSEN FOUNDATION,199105,New York,475 Riverside Dr Rm 900,501(c)(3),85409661.0,0.0,10115
Yes,New York,223106701,12,None Shown,No,201312,VICTOR AND PHYLLIS GRANN FAMILY FOUNDATION INC,199106,New York,812 5th Ave Apt 4a,501(c)(3),1029666.0,0.0,10065
Yes,New York,223113097,09,None Shown,No,201209,FOUNDATION FOR NEW JERSEY PUBLIC BROADCASTING INC,199111,New York,825 8th Ave Fl 14,501(c)(3),0.0,0.0,10019
Yes,New York,223120375,12,% A P LOOMIS III,No,201312,PHAEDRUS FOUNDATION,199108,New York,C/o Peyser Alexander 500 5th Ave,501(c)(3),421926.0,0.0,10110
Yes,New York,223121072,12,None Shown,No,201212,ROBERT AND DEANNA HALPER FOUNDATION,199112,New York,271 Central Park W,501(c)(3),995459.0,0.0,10024
Yes,New York,223136914,06,% LEON SKORNICKI,Yes,201306,PRINCETON REACH OUT 56-81-06 INC,199204,New York,601 Lexington Ace,501(c)(3),139631.0,132308.0,10022
No,New York,223138923,12,None Shown,No,201312,NATIONAL ASSOCIATION OF PEDIATRIC NURSE PRACTITIONERS,198002,New York,5 Hanover Sq Rm 1401,501(c)(6),0.0,0.0,10004
Yes,New York,223173820,12,% GLENN RICKETTS,No,201312,NATIONAL ASSOCIATION OF SCHOLARS,199111,New York,8 W 38th St Rm 503,501(c)(3),0.0,0.0,10018
No,New York,223185137,12,None Shown,No,201312,NATIONAL ASSOCIATION OF PEDIATRIC NURSE PRACTITIONERS,198002,New York,5 Hanover Sq Rm 1401,501(c)(6),0.0,0.0,10004
Yes,New York,223198329,08,% FELIX PARTNERS,No,201308,MONTEFORTE FOUNDATION INC,199304,New York,712 5th Ave Fl 20,501(c)(3),23691176.0,0.0,10019
No,New York,223202555,12,None Shown,No,201312,NATIONAL ASSOCIATION OF PEDIATRIC NURSE PRACTITIONERS,198002,New York,5 Hanover Sq Rm 1401,501(c)(6),0.0,0.0,10004
Yes,New York,223216484,12,% MORRIS ADES S&A STORES INC,No,201312,MORRIS AND ESTHER ADES FOUNDATION INC,199311,New York,450 Seventh Ave 701,501(c)(3),29097.0,0.0,10123
Yes,New York,223217425,12,% FREDRIC SANDERS,No,201312,METROPOLITAN CONTEMPORAY GLASS GROUP INC,199503,New York,420 Lexington Ave Rm 2400,501(c)(3),0.0,0.0,10170
Yes,New York,223220532,07,% HELEN BUTLEROFF LEAHY,No,201307,TOM CAT COHEN PRODUCTIONS INC,199307,New York,196 E 75th St Apt 18a,501(c)(3),0.0,0.0,10021
Yes,New York,223221093,12,None Shown,No,201312,DAFFYS FOUNDATION INC,199306,New York,152 Franklin St Apt 4,501(c)(3),497268.0,0.0,10013
Yes,New York,223231145,12,% PINNACLE ASSOCIATE LTD,No,201312,NANNETTE EMPEY BRYAN FOUNDATION INC,199309,New York,335 Madison Ave,501(c)(3),1248337.0,0.0,10017
Yes,New York,223234643,09,% WINDELS MARX,No,201309,ALOIS J THEIS FAMILY FOUNDATION,199307,New York,156 W 56th St,501(c)(3),759531.0,0.0,10019
No,New York,223238548,12,% JAMES D BISHOP,Yes,201312,J-44 CLASS ASSOCIATION INC,199503,New York,565 5th Ave Fl 29,501(c)(7),130952.0,79679.0,10017
Yes,New York,223250026,12,% GELLER FOS,No,201312,LETTERMAN FOUNDATION FOR COURTESY AND GROOMING,199412,New York,Po Box 1510,501(c)(3),79049.0,0.0,10150
Yes,New York,223254811,12,% OFFICER OF ALUMNAE AFFAIRS,No,201312,ALUMNAE ASSOCIATION OF BARNARD COLLEGE,197012,New York,Vagelos Ctr 3009 Broadway,501(c)(3),0.0,0.0,10027
Yes,New York,223261085,12,None Shown,Yes,201212,INTERNATIONAL MARCH OF THE LIVING INC,199406,New York,2 W 45th St Ste 1500,501(c)(3),3031312.0,13146971.0,10036
Yes,New York,223269732,12,% ISAAC R DWECK,No,201312,THE RALPH AND MILLO DWECK FAMILY FOUNDATION INC,199507,New York,C/o Lm Cohen Co 1359 Broadway No,501(c)(3),734829.0,0.0,10018
Yes,New York,223287292,02,% KENBAR,No,201402,THE SIGETY FAMILY FOUNDATION INC,199407,New York,1500 Lexington Ave,501(c)(3),1079337.0,0.0,10029
Yes,New York,223303679,03,% C/O MICHAEL HALAJIAN CPA,No,201403,TIBREVANK ALUMNI INC,199805,New York,36 W 44th St Ste 1007,501(c)(3),0.0,0.0,10036
No,New York,223304409,12,None Shown,No,201312,NATIONAL ASSOCIATION OF PEDIATRIC NURSE PRACTITIONERS,198002,New York,5 Hanover Sq Rm 1401,501(c)(6),0.0,0.0,10004
Yes,New York,223307141,06,% NYU VA MEDICAL CENTER,Yes,201306,PITUITARY SOCIETY INCORPORATED,200408,New York,422 E 23rd St Ste 16048w,501(c)(3),1291143.0,981905.0,10010
Yes,New York,223312303,12,None Shown,No,201212,CHILMARK FOUNDATION INC,199410,New York,767 3rd Ave Fl 16,501(c)(3),11261.0,0.0,10017
Yes,New York,223319460,12,% PERSISTENT ENERGY PTR,Yes,201212,E & CO,199504,New York,5 Hanover Sq,501(c)(3),5685750.0,10788023.0,10004
No,New York,223321197,12,% IRA MARCUS,Yes,201212,WINDOW COVERING SAFETY COUNCIL INC,199501,New York,355 Lexington Ave No 1500,501(c)(6),79015.0,452160.0,10017
Yes,New York,223326246,12,% P & A MGMT INC,No,201312,NUSSBAUM FAMILY FOUNDATION INC,199410,New York,C/o Peyser 500 5th Ave,501(c)(3),31024.0,0.0,10110
Yes,New York,223326491,12,% CASABLANCA CAPITAL LLC,No,201212,DRAPKIN FAMILY CHARITABLE FOUNDATION,200303,New York,450 Park Ave Ste 1403,501(c)(3),5793287.0,0.0,10022
Yes,New York,223336467,12,% DANA TALLEY,No,201312,PATRISTIC SOCIETY,199602,New York,159-34 Riverside Drive West Suite 2,501(c)(3),0.0,0.0,10032
No,New York,223337522,12,None Shown,No,201312,NATIONAL ASSOCIATION OF PEDIATRIC NURSE PRACTITIONERS,198002,New York,5 Hanover Sq Rm 1401,501(c)(6),0.0,0.0,10004
Yes,New York,223339004,10,% JAD CONSULTING LLC,No,201310,JOHN AND PRUDENCE CUTILLO FOUNDATION INC,199605,New York,C/o Jad Consulting Llc,501(c)(3),193969.0,0.0,10006
Yes,New York,223341317,12,% L H FRISHKOFF & CO,No,201312,BURKE FAM FOUNDATION,199508,New York,Lh Frishkoff Co 529 5th Ave 9th Fl,501(c)(3),5577858.0,0.0,10017
Yes,New York,223341359,12,% ARISTEIA CAPITAL LLC,No,201212,ISDELL FOUNDATION,199502,New York,136 Madison Ave Fl 3,501(c)(3),8567228.0,0.0,10016
No,New York,223343751,12,None Shown,No,201312,NATIONAL ASSOCIATION OF PEDIATRIC NURSE PRACTITIONERS,198002,New York,5 Hanover Sq Rm 1401,501(c)(6),0.0,0.0,10004
Yes,New York,223346203,12,% EFRAT AVIGDOR WTAS LLC,No,201312,E S P DAS EDUCATIONAL FOUNDATION INC,199504,New York,1177 Avenue Of The Americas 18th,501(c)(3),821532.0,0.0,10036
Yes,New York,223362877,12,% JOE SCARPA,No,0,PADMASAMBHAVA BUDDHIST CENTER OF WEST PALM BEACH,199209,New York,151 Lexington Ave Apt 8a,501(c)(3),0.0,0.0,10016
Yes,New York,223380196,12,% NINA K THOMAS PHD,No,201312,NATIONAL MENTAL HEALTH FORUM INC,199601,New York,2373 Broadway Apt 1421,501(c)(3),0.0,0.0,10024
Yes,New York,223382542,06,% BESSEMBER TR CO NA,No,201306,C & J UNANUE FOUNDATION INC,199511,New York,630 Fifth Ave,501(c)(3),14858173.0,0.0,10111
Yes,New York,223384302,09,% JESSICA SCHEIN,No,201306,PENCIL INC,199509,New York,30 W 26th St Fl 5,501(c)(3),5347896.0,3603401.0,10010
Yes,New York,223390451,06,% GRAF REPETTI & CO LLP,No,201306,LILLIAN VERNON FOUNDATION,199603,New York,500 5th Ave Fl 5,501(c)(3),2808973.0,0.0,10110
Yes,New York,223390489,12,% REV CARLOS GOMEZ,No,0,IGLESIA PENTECOSTAL PUERTA DE SALVACION,199901,New York,354 W 18th St Apt 4c,501(c)(3),0.0,0.0,10011
Yes,New York,223393396,12,None Shown,No,201312,NEW YORK CITY INTERNATIONAL PROJECT INC,199609,New York,301 Cathedral Parkway 2m,501(c)(3),131505.0,55016.0,10026
No,New York,223404563,06,% STEVEN NISBERG,Yes,201306,DISTRICT TWO-AMERICAN ADVERTISING FEDERATION,199711,New York,155 E 55th St,501(c)(6),107849.0,203176.0,10022
Yes,New York,223419667,12,% MARK FUSSELL,Yes,201212,INTERNATIONAL UNION AGAINST TUBERCULOSIS AND LUNG DISEASE INC,199610,New York,61 Broadway Rm 1720,501(c)(3),6920720.0,18605126.0,10006
No,New York,223424686,12,% JONATHAN GOLD,No,201212,WORKMENS CIRCLE,0,New York,247 West 37th Street,501(c)(8),0.0,0.0,10018
No,New York,223431878,06,None Shown,No,0,TRUSTEES OF PRINCETON UNIVERSITY,0,New York,4 East 88th St Apt 6c,501(c)(3),0.0,0.0,10128
No,New York,223455540,12,None Shown,No,201312,NATIONAL ASSOCIATION OF PEDIATRIC NURSE PRACTITIONERS,198002,New York,5 Hanover Sq Rm 1401,501(c)(6),0.0,0.0,10004
Yes,New York,223458181,12,% THE WYLIE AGAENCY INC,No,201312,VLADIMIR NABOKOV LITERARY FOUNDATION INC,199806,New York,250 W 57th St,501(c)(3),1.0,0.0,10107
Yes,New York,223465844,12,% ELAINE SONG,No,201312,KIM SANGHEE FELLOWSHIP INC,199703,New York,116 Pinehurst Ave Apt D4,501(c)(3),146802.0,0.0,10033
Yes,New York,223473319,12,% ROCKEFELLER & CO,No,201312,LISA MCGRAW FIGURE SKATING FOUNDATION INC,200107,New York,30 Rockefller Plz Rm 5600,501(c)(3),4338700.0,0.0,10112
No,New York,223478029,12,% ANDREW GARLICK,Yes,201312,SOCIETY FOR INFORMATION SYSTEMS,201407,New York,Po Box 3765,501(c)(6),22690.0,104486.0,10163
Yes,New York,223478123,12,% ROBERT D GOLDFARB,No,201312,ROBERT D GOLDFARB FOUNDATION,199708,New York,80 Columbus Circle Penthouse 79,501(c)(3),6325962.0,0.0,10023
Yes,New York,223479153,09,% JEFF REYNOLDS IAT RE,No,201309,LUCKOW FAMILY FOUNDATION INC,199803,New York,48 Wall St Ste 30th Fl,501(c)(3),7921722.0,0.0,10005
Yes,New York,223479932,12,% ALVAREZ & MARSAL INC,No,201312,ALVAREZ CHARITABLE FOUNDATION INC,199702,New York,C/o Alvarez Marsal 600 Madison Ave,501(c)(3),3362653.0,0.0,10022
No,New York,223481557,12,None Shown,No,201312,NATIONAL ASSOCIATION OF PEDIATRIC NURSE PRACTITIONERS,198002,New York,5 Hanover Sq Rm 1401,501(c)(6),0.0,0.0,10004
Yes,New York,223495873,12,% CHARLES VEDRAL,Yes,201312,FATHERS HEART MINISTRIES,199806,New York,543 E 11th St,501(c)(3),1163032.0,927006.0,10009
Yes,New York,223500124,12,% CHRIS WILKERSON,No,201312,ACTUS FOUNDATION,199806,New York,117 E 55th St,501(c)(3),1185665.0,0.0,10022
Yes,New York,223503952,12,% BARBARA E DICKSTEIN,Yes,201312,PLAY FOR P I N K INC,199807,New York,175 E 74th St Ate 17b,501(c)(3),373694.0,4233950.0,10021
Yes,New York,223505286,12,% THOMAS J CANNON III,No,201312,CANNON FAMILY FOUNDATION INC,199802,New York,888 7th Ave Ste 901,501(c)(3),100121.0,0.0,10106
Yes,New York,223514762,12,% TAG ASSOCIATES,No,201212,THE WALTER V AND JUDITH L SHIPLEY FAMILY FOUNDATION,199708,New York,810 Seventh Ave 7th Fl,501(c)(3),4932401.0,0.0,10019
Yes,New York,223540675,05,% LEIGH GIROUX,No,201105,THEATRE WORLD AWARDS INC,199805,New York,Po Box 246 - Radio City Station,501(c)(3),29931.0,48718.0,10019
Yes,New York,223550480,12,% DAISY KHAN,No,0,AMERICAN SOCIETY FOR MUSLIM ADVANCEMENT,199810,New York,475 Riverside Dr Ste 248,501(c)(3),0.0,0.0,10115
Yes,New York,223551013,12,None Shown,No,201212,FOUNDATION FOR JEWISH CAMP INC,199810,New York,253 W 35th St Fl 4,501(c)(3),22768275.0,15101033.0,10001
Yes,New York,223551789,12,% ARTHUR NUSBAUM,No,201212,MAKO FOUNDATION INC,199903,New York,60 Park Terrace West No Apt 84,501(c)(3),39205.0,0.0,10034
Yes,New York,223566653,12,% FRANCINE SHORE,No,201312,NOAHS ARK FOUNDATION INC,199902,New York,845 United Nations Plz Apt 24d,501(c)(3),0.0,0.0,10017
No,New York,223582269,12,None Shown,No,201312,NATIONAL ASSOCIATION OF PEDIATRIC NURSE PRACTITIONERS,198002,New York,5 Hanover Sq Rm 1401,501(c)(6),0.0,0.0,10004
Yes,New York,223590821,12,% ARTHUR NISLICK,No,201212,NISLICK FAMILY FOUNDATION,199812,New York,433 East 56th Street No 3-c,501(c)(3),26028.0,0.0,10022
Yes,New York,223595071,05,% ARTHUR V FOX CPA PC,No,201305,BEATRICE SNYDER FOUNDATION,199812,New York,126 E 56th St 12th Floor,501(c)(3),28821846.0,0.0,10022
Yes,New York,223595220,12,% MARC S COOPER PRES,No,201312,COOPER FAMILY FOUNDATION INC,199811,New York,167 E 61st St Apt 28c,501(c)(3),1631.0,0.0,10065
Yes,New York,223599261,06,% CAI MANAGERS,Yes,201306,THE INTERNATIONAL FRIENDS OF THE MONTREAL MUSEUM OF FINE ARTS INC,199809,New York,620 8th Ave Fl 36,501(c)(3),27102.0,232365.0,10018
Yes,New York,223607512,12,% JOSEPH WEILGUS,Yes,201212,PROJECT SUNSHINE INC,199902,New York,211 E 43rd St Rm 401,501(c)(3),1593034.0,1948580.0,10017
Yes,New York,223614365,12,% WITMAN STADMAUER & MICHAELS PA,Yes,201212,INSTITUTE FOR BLADDER AND PROSTATE RESEARCH INC,200004,New York,445 E 77th Street,501(c)(3),408591.0,71323.0,10075
Yes,New York,223615386,12,% ADINA TAYLOR,No,201312,FLOATING THE APPLE,200102,New York,1225 Park Ave Ste C-10,501(c)(3),0.0,0.0,10128
Yes,New York,223619121,12,% SAMUEL E VICHNESS,No,201212,VICHNESS FAMILY FOUNDATION INC,200004,New York,620 Broadway Apt 4f,501(c)(3),28313.0,0.0,10012
Yes,New York,223622487,12,% PETUR HANSSON,No,201312,BRISTOL-MYERS SQUIBB PATIENT ASSISTANCE FOUNDATION INC,199904,New York,345 Park Ave 3rd Fl,501(c)(3),17738435.0,0.0,10154
Yes,New York,223624166,12,None Shown,No,201212,SECURITAS FOUNDATION,199903,New York,284 W 11th St,501(c)(3),730326.0,0.0,10014
Yes,New York,223624856,06,% DEUTSCHE BANK TRUST CO,No,201306,STANLEY & KARIN SCHWALB FOUNDATION INC,199905,New York,Po Box 1297,501(c)(3),928280.0,0.0,10008
Yes,New York,223626164,12,% T CAPITAL MGT LLC,No,201312,HILFIGER FAMILY FOUNDATION INC,199902,New York,C/o T Capital Mgt Llc 725 Fifth Ave,501(c)(3),702.0,0.0,10022
Yes,New York,223650542,12,% BCRS ASSOCIATES LLC,No,201212,CLINE FOUNDATION,199905,New York,100 Wall St Ste 11th Floor,501(c)(3),23280.0,0.0,10005
Yes,New York,223653794,12,% BESSEMER TRUST,No,201312,GREENIAUS FAMILY FOUNDATION INC,199909,New York,630 Fifth Ave,501(c)(3),48369.0,0.0,10111
Yes,New York,223661214,12,% JL ROSENHOUSE CPA PC,No,201212,ARTHUR MILLER FOUNDATION,199907,New York,250 W 57th St Ste 2203,501(c)(3),41783.0,0.0,10107
Yes,New York,223662704,12,% MARVIN B TURETSKY,No,201312,CARL SAGAN FOUNDATION INC,199912,New York,C/o Marvin B Turetsky Cpa Pllc,501(c)(3),1010.0,0.0,10016
Yes,New York,223669445,12,% MARC STANLEY GOLDMAN,No,201312,MILK MONEY FOUNDATION INC,199910,New York,C/o Eisneramper Llp,501(c)(3),1135821.0,0.0,10017
Yes,New York,223674423,12,% TAG ASSOCIATES LLC,No,201312,BOATHOUSE FOUNDATION,199910,New York,810 7th Ave Fl 7,501(c)(3),1734233.0,0.0,10019
Yes,New York,223677596,08,% BARRY M STRAUSS ASSOC LTD,No,201308,JMS FOUNDATION FOR CHILDREN,200012,New York,307 5th Ave Ste 8th Fl,501(c)(3),45026.0,0.0,10016
Yes,New York,223686275,06,% CHIEF IFAGBENUSOLA ATANDA,No,0,HEALING TEACHING & TOURISM TEMPLE OF FAITH INTL,200102,New York,515 W 151st St,501(c)(3),0.0,0.0,10031
Yes,New York,223690492,09,% BERDON LLP,No,201309,ZUKOWSKI DIAMOND FOUNDATION,200102,New York,360 Madison Avenue,501(c)(3),3268.0,0.0,10017
Yes,New York,223691888,12,% BESSEMER TRUST,No,201312,BUSTILLO FAMILY CHARITABLE FUND INC,200011,New York,C/o Bessemer Trust 630 Fifth Ave,501(c)(3),522834.0,0.0,10111
Yes,New York,223698386,03,% JEFF BERNSTEIN,No,201303,ANITA SHAPOLSKY ART FOUNDATION INC,200004,New York,152 East 65th Street,501(c)(3),1643662.0,0.0,10065
Yes,New York,223723895,12,None Shown,No,201312,KOREAN AMERICAN NATIONAL COORDINATING COUNCIL INC,200211,New York,475 Riverside Drive,501(c)(3),2080.0,10797.0,10115
Yes,New York,223732524,08,% DONALD SMITH & CO INC,No,201308,DONALD AND PAULA SMITH FAMILY FOUNDATION INC,200111,New York,152 W 57th St,501(c)(3),97289371.0,0.0,10019
Yes,New York,223734687,12,% MH DAVIDSON & CO,No,201212,STEPHEN AND MARY DOWICZ FOUNDATION,200006,New York,65 E 55th St Fl 19,501(c)(3),2163964.0,0.0,10022
No,New York,223736890,12,None Shown,Yes,0,NDC HOUSING AND ECONOMIC DEVELOPMENT CORPORATION,198811,New York,708 Third Ave Ste 710,501(c)(3),0.0,0.0,10017
Yes,New York,223740928,12,% ARLENE WEINER,No,201312,ALUMNAE ASSOCIATION OF BARNARD COLLEGE,197012,New York,Vagelos Ctr 3009 Broadway,501(c)(3),0.0,0.0,10027
Yes,New York,223761625,06,% STUART LOUNGWAY,No,201206,TERRA FIRMA DANCE THEATER INC,200103,New York,58 W 68th St Apt 5b,501(c)(3),0.0,0.0,10023
Yes,New York,223768896,12,% SCHUMANN HANLON,No,201312,ACORN FOUNDATION INC,200107,New York,32 E 57th St Fl 14,501(c)(3),781841.0,0.0,10022
Yes,New York,223786644,12,% CRM,Yes,201212,ALEX FUND INC,200107,New York,Po Box 778,501(c)(3),504259.0,100093.0,10013
Yes,New York,223787050,12,% ADELE BOSKEY,No,201312,JAMES B BOSKEY MEMORIAL FOUNDATION INC,200203,New York,360 E 88th St Apt 39a,501(c)(3),544100.0,0.0,10128
Yes,New York,223788453,04,% OLUKAYODE OYELEDUN,No,201304,ILISAN DEVELOPMENT ASSOCIATION NORTHEAST USA INC,200107,New York,Po Box 1035,501(c)(3),0.0,0.0,10013
Yes,New York,223792831,12,% SHELDON BART,No,201312,WILDERNESS RESEARCH FOUNDATION INC,200201,New York,Po Box E5 71 West 23rd Street,501(c)(3),0.0,0.0,10010
Yes,New York,223793126,12,% BESSEMER TRUST,No,201312,COPPER BEECH FOUNDATION,200111,New York,C/o Bessemer Trust 630 Fifth Avenue,501(c)(3),6064344.0,0.0,10111
Yes,New York,223793792,12,None Shown,Yes,201212,CENTER FOR REINTERGRATION INC,200310,New York,350 A West 49th St,501(c)(3),469994.0,62817.0,10019
Yes,New York,223808829,03,% DR GARY DEUTCHMAN,No,201303,SCOLIOSIS CARE FOUNDATION INC,200111,New York,1085 Park Ave Ofc 1e,501(c)(3),0.0,0.0,10128
No,New York,223813485,05,None Shown,No,201405,TAU DELTA PHI FRATERNITY INC,199207,New York,261 West 35th Street,501(c)(7),0.0,0.0,10001
Yes,New York,223816021,12,% JASON GELMAN,No,201212,NANCY R GELMAN FOUNDATION INC,200112,New York,254 W 25th St Apt 5a,501(c)(3),0.0,0.0,10001
Yes,New York,223817127,12,% CARLOS JEROME,No,201312,AROUND THE BLOCK INC,200203,New York,5 E 22nd St Apt 9k,501(c)(3),11110.0,13939.0,10010
Yes,New York,223834037,12,% THE SIKH COALITION,No,201212,SIKH COALITION INC,200306,New York,50 Broad St Ste 1537,501(c)(3),1601312.0,1113349.0,10004
No,New York,223838603,12,None Shown,Yes,0,NDC HOUSING AND ECONOMIC DEVELOPMENT CORPORATION,0,New York,708 Third Ave Ste 710,501(c)(3),0.0,0.0,10017
No,New York,223839898,12,None Shown,No,201312,NATIONAL ASSOCIATION OF PEDIATRIC NURSE PRACTITIONERS,198002,New York,5 Hanover Sq Rm 1401,501(c)(6),0.0,0.0,10004
Yes,New York,223841258,10,% POLAKOFF,No,201310,306090 INC,200203,New York,225 W 34th St,501(c)(3),8720.0,0.0,10122
Yes,New York,223850071,12,% ZHONG LEE,Yes,201212,UNIVERSAL COMMUNICATIONS NETWORK INC,200202,New York,229 W 28th St Fl 7,501(c)(3),3903159.0,4876882.0,10001
